1,1,1,26.93858528, 9.085061073,1.613702059,2.153268337,1.781875014,0.543745637,11.5565033,0.01443299,0.363636374,0.6875,3.950000048,20.93,0.522207797,0.525626779
2,1,2,28.62505531,  10.960536,  1.886962175,2.350650549,3.068749905,1.083069563,14.81368256,0.030232558,0.333333343,1.125,8,22.72,0.454943806,0.5922786
3,1,3.29.91250038,  13.30757236,1.809847593,2.838233232,13.25,      3.112691641,14.25840282,0.080684595,0.410714298,3.5,28.60000038,23.61,0.428392857,0.711017013
4,1,4,30.29308128,  15.42910671,2.056412697,2.46602416, 26.28312492,3.767579556,5.958843708,0.113756612,0.472222209,4.5,17.79999924,24.63,0.435931832,0.797221661
5,1,5,29.62042999,  15.63225842,1.959820509,1.78592205, 68.41937256,6.857453823,4.937613487,0.216129035,0.574193537,9.6875,34.59999847,23.47,0.514891803,0.743117034
6,1,6,27.13173866,  14.97104549,1.792636037,1.205840349,204.8943787,11.56224728,2.541313648,0.503448248,0.791139245,19.75,35.65000153,21.58,0.6664114,0.80074203
7,1,7,24.40645218,  14.53467751,1.546478152,1.021410704,419.644989, 16.19989777,2.327233791,0.833333313,0.951167703,29.4375,57.04999924,19.72,0.756558716,0.65730536
8,1,8,24.44455719,  14.36451626,1.434654236,1.061193824,365.0274963,13.47590637,1.865146637,0.84375,0.927947581,28.625,44.75,19.13,0.772040427,0.63920176
9,1,9,25.76000023,  13.73689556,1.256807804,1.102219939,199.4324951,10.23008442,2.603386641,0.60683763,0.789473712,22.5625,35.15000153,21.29,0.723811567,0.612794816
10,1,10,26.75967789, 13.72842789,1.192716599,1.52558589, 96.30625153,7.186042786,3.233359098,0.233009711,0.593582869,11.6875,29.10000038,22.3,0.636341453,0.649645269
11,1,11,26.88559532, 11.80395794,1.129215121,2.107488632,13.30500031,2.328608036,7.216691971,0.05491991,0.325581402,2.6875,13.80000019,21.01,0.572108567,0.577809691
12,1,12,26.82358932, 9.654233932,1.224954367,2.279070854,2.862499952,0.765903294,10.32209301,0.027083334,0.1875,1,5.050000191,20.4,0.53683567,0.525859654